mics	hemisphere	network	label	t1_gradient1_SalVentAttn	T1map
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1137.0	LH	Cont	7Networks_LH_Cont_PFCl_3		
1047.0	LH	SomMot	7Networks_LH_SomMot_16		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1139.0	LH	Cont	7Networks_LH_Cont_PFCl_5		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1141.0	LH	Cont	7Networks_LH_Cont_PFCl_7		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1043.0	LH	SomMot	7Networks_LH_SomMot_12		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1043.0	LH	SomMot	7Networks_LH_SomMot_12		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.4098560532472695	-0.4899805
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1140.0	LH	Cont	7Networks_LH_Cont_PFCl_6		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1136.0	LH	Cont	7Networks_LH_Cont_PFCl_2		
1043.0	LH	SomMot	7Networks_LH_SomMot_12		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.4813458024911352	-1.7381463
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.934609984231602	-0.9634957
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.18358644419014966	-0.17772798
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	0.22515500599297358	-0.3013914
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1043.0	LH	SomMot	7Networks_LH_SomMot_12		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1090.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_1		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	0.9397092007436216	-1.1102419
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.7239979577826148	-1.3080082
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.6280316461516526	-1.5210797
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.9761243225302443	-0.5794245
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.6696996850144127	-0.48113862
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	0.26142882373950127	-0.38667867
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	1.0312547740485116	-0.1669028
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	0.054064572782145146	-0.86341506
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.0137453945658084	-1.0116956
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.430854472091823	-1.0664128
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.9552167632965577	-0.7721808
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.6509465858950189	-0.55923504
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	1.3658529677326157	-0.5536428
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	0.31385598437502565	-0.50946045
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.7091042630178432	-0.31051618
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-1.0673911180735707	-0.9542272
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.15244420800011746	-0.7271198
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.7813477162121678	-0.77368516
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	-0.1951077567875012	-1.4619304
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.1232058398645335	-0.952166
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.1149924865120874	-0.31490642
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.8376788918299142	-0.7556796
1105.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_9	-0.45131905139497597	-0.26890835
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	0.059136305759674705	0.1040697
1175.0	LH	Default	7Networks_LH_Default_PFC_10		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.3999785946036851	-1.2151049
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.5301772074377249	-0.656045
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.2609370767445643	-0.43099877
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.9617311114706828	0.19463186
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	1.568490474477254	0.9661541
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	1.7928620062304104	1.524729
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	0.4863424762488824	0.5407894
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.9470293746141346	0.059391845
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.6761815163725006	0.3327623
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.8192901830638851	0.54888284
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.589995343697128	1.3082223
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	1.6235305379654394	2.3479898
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	1.107630580361879	1.9193769
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.0741416882362314	-0.120773
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.6423807610166987	-0.09229252
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.7072528922465622	0.8687633
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.7810832746092272	0.5978177
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.6080818441251166	1.0928247
1103.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_7	1.0290541179889177	1.5100869
1040.0	LH	SomMot	7Networks_LH_SomMot_9		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.10731274173013533	-0.062810645
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.4596873801684125	0.2790959
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.6618490000543655	1.3776295
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	0.8071309212539802	0.6249047
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.0341382958374705	0.86170566
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	1.2716087119941215	0.71777195
1104.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_FrOperIns_8	2.0006664682734714	1.5603001
1035.0	LH	SomMot	7Networks_LH_SomMot_4		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1035.0	LH	SomMot	7Networks_LH_SomMot_4		
1035.0	LH	SomMot	7Networks_LH_SomMot_4		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1035.0	LH	SomMot	7Networks_LH_SomMot_4		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1039.0	LH	SomMot	7Networks_LH_SomMot_8		
1047.0	LH	SomMot	7Networks_LH_SomMot_16		
1047.0	LH	SomMot	7Networks_LH_SomMot_16		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1183.0	LH	Default	7Networks_LH_Default_PFC_18		
1183.0	LH	Default	7Networks_LH_Default_PFC_18		
1183.0	LH	Default	7Networks_LH_Default_PFC_18		
1183.0	LH	Default	7Networks_LH_Default_PFC_18		
1184.0	LH	Default	7Networks_LH_Default_PFC_19		
1179.0	LH	Default	7Networks_LH_Default_PFC_14		
1179.0	LH	Default	7Networks_LH_Default_PFC_14		
1179.0	LH	Default	7Networks_LH_Default_PFC_14		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1180.0	LH	Default	7Networks_LH_Default_PFC_15		
1106.0	LH	SalVentAttn	7Networks_LH_SalVentAttn_PFCl_1	-0.6720958607845455	0.31546175
1138.0	LH	Cont	7Networks_LH_Cont_PFCl_4		
1138.0	LH	Cont	7Networks_LH_Cont_PFCl_4		
1138.0	LH	Cont	7Networks_LH_Cont_PFCl_4		
1137.0	LH	Cont	7Networks_LH_Cont_PFCl_3		
1137.0	LH	Cont	7Networks_LH_Cont_PFCl_3		
1047.0	LH	SomMot	7Networks_LH_SomMot_16		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1086.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_1		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1087.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_2		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1089.0	LH	DorsAttn	7Networks_LH_DorsAttn_FEF_4		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1091.0	LH	DorsAttn	7Networks_LH_DorsAttn_PrCv_2		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1187.0	LH	Default	7Networks_LH_Default_PFC_22		
1184.0	LH	Default	7Networks_LH_Default_PFC_19		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1188.0	LH	Default	7Networks_LH_Default_PFC_23		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1185.0	LH	Default	7Networks_LH_Default_PFC_20		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1182.0	LH	Default	7Networks_LH_Default_PFC_17		
1186.0	LH	Default	7Networks_LH_Default_PFC_21		
